,Score,Text
11117,-1,lemon salt ok salt infuse lemon lemon mixed salt granual use lemon
11145,-1,I buy cookie read rave review dry chocolate leave unpleasant aftertaste I understand fuss gf cookie available I buy
11151,-1,cookie small grainy crunchy awful aftertaste expensive small package cookie great multiple allergy I disappoint
11208,-1,I shop sugar free cookie suggest sugar free cookie I select unfortunately I diabetic I receive lucy chocolate chip cookie assort flavor I order sugar free suggest I idea I upset
11210,-1,I buy package starbuck think good crispy hmmmm I buy case mix cinnamon sugar chocolate chip oatmeal taste probably suppose crispy taste stale leave awful aftertaste taste way buttery portion cookie rest crack special worth price I love lucy I taste way gf cookie
11211,-1,bad gluten free cookie I taste hard dry taste like tapioca flour avoid cost
11212,-1,I dietary restriction I buy price reduction I purchase chocolate chip like hunt cookie chocolate chip cookie oatmeal version cookie
11229,-1,good bit salty taste grocery store save money
11242,-1,almond unbelievable salt I love salt I buy brand store salty maybe machine wacko process br eat I time try wipe salt talk forever
11245,-1,I buy blue diamond natural chocolate almond natural almond good I feel sick I eat day I know salt I throw away I workout I m hope I sleep I guess I m million happen
11254,-1,jamaica I drink jbm coffee come develope fine appreciation bean I open morning I expect clear I greatly dissapointe I find bit husk bean coffee consider filler flavor leave desire taste like folg coffee acid I hope leave great review product honesty forbid
11257,-1,co worker jamaica vacation feb buy I lb bag ground expiration date march I brew soon I home I taste like cheap coffee leave open air week I wonder expiration date coffee taste like I buy hype I expect
11262,-1,I buy sirloin hope finally good steak cook hardly cut steak second time try I tenderize edible way I buy local grocery packaging good I figure price pound steak cut butter buy
11263,-1,I order box omaha steak sirloin like eat shoe leather tough meat I absolutely flavor steak I want waste I dog
11267,-1,unfortunately I completely disappointed product I average sense smell extract hardly detectable flavor bottle whatsoever add food I receive faulty batch seller let I return bottle require I pay ship I unlikely order
11268,-1,lack flavor I hope price bit high satisfaction level I order live learn
11274,-1,I buy product website I generally love I buy supplier taste horrible taste like drop ashe come package I open sure problem package horrible I bring try rest rest garbage
11275,-1,clearly label gluten free pretzel stick resemble pretzel stick closely weird flavor sort costly worth eew
11276,-1,bag bag handleful pretzel taste ok worth dollar bag
11277,-1,pretzel nice crunch lot nutritional value flavor bland bland hint cinnamon I wish I try single bag buy entire bag box available store I live review fairly positive bright leave feel comfortably minimal calorie recommend diet food fortitude place high priority protein dense snack flavor
11285,-1,label little bag serve calorie serve ounce little single serve sized bag ounce calorie bag sneaky open bag measure ounce save half ounce order price momentarily product change amazon list ounce bag I oz bag yes bag serve nutrition fact add list bag calorie g carb sneaky price
11288,-1,I hear people describe horrible food taste like cardboard I know mean taste like cardboard I think I way trash waste money low carb sweet snack gp product diamond almond cinnamon brown sugar ounce jar pack
11293,-1,freshness great initial crunch chew swallow place pretzel earthy grainey taste I bag free
11330,-1,couple bag great fresh smooth great taste I think I find perfect coffee bean bag stale I cancel order buy bean coffee supermarket pay little bit I find time supermarket coffee fresher I prefer taste weaver stale bag
11340,-1,coffee suck begin measure balance s br little old taste special br sweet caramel believe coffee star review
11343,-1,tea excellent herbal tea love taste weak herbal tea I use commissary base stop stock I check amazon want sell case anneeavon sell single package I swear free shipping order seller add cart button I order night open e mail afternoon find charge I shipping box I order estimate arrival time week away kind money I expect overnight kind money I couple case change probably fault miss read aware shipping charge anneeavon product
11344,-1,amazing tea okay tea I buy regular green tea asia market way cheap price I result I look save money repurchase
11346,-1,dog enjoy treat year order time amazon past order big disappointment description exactly product receive unclear I product weight lb shipping weight lb naturally I expect receive minimum pound bag past amazon outrageously charge single pound bag dry lamb lung think I buy caviar treat promptly pack return tsk tsk tsk amazon br star product star amazon time
11359,-1,gross lamb lund smell bad hard chip dog favorite texas taffy s winner I cut peice love
11362,-1,I use buy sugar year I eat sugar sugar turbinado sugar mislead I pick brand real turbinado sugar brand local food store sugar brown color caramel I find I need sweet water day ago I sugar raw glass water brown glass I pure white sugar crystal shame producer u try sugar mouth second spit pure white crystal wonder consumer hold company liable practice
11364,-1,I love sugar I use package envelope year great homemade taste cookie package envelope gp product raw raw sugar ounce bag pack wonderful packaging use pound right away box sugar turn hard rock microwave pound hammer pour sugar plastic envelope sugar bear gp product bear terra cotta brown sugar possible use definitely worth buy package bag
11382,-1,tasty emergency snack lunch I file cabinet local meijer sell apiece discount price twice
11386,-1,love trader joe cluster vanilla almond granola cereal disappoint quantity recive price charge result return
11392,-1,I buy mushroom clearly lable italy time origin mention bag I check website I write bunch malarky north america china true porcini europe taste terroir change mushroom flavor considerably change flavor grape wine jr mushroom refuse reveal country origin I assume sell cheap possibly contaminate mushroom china order big profit beware buy brand
11395,-1,fair I feel aa quality repurchase
11409,-1,product waste money bitter bitter salty salty save money peach gp product unpeele apricot half pear juice concentrate ounce pack
11412,-1,open package I think tea absolutely aroma look old sit open container month brewing reveal bland taste like drinking brew hay I check expiration date year maybe I bad batch I experience rishi organic jasmine pearl loose leaf tea I recommend tea
11414,-1,order tea label decaff caffeine residue level test tea caffeine decaff non decaff tea caffeine caffeine caffeinate tea caffeine slightly naturally present tea leaf
11421,-1,I buy mushroom clearly lable italy time origin mention bag I check website I write bunch malarky north america china true porcini europe taste terroir change mushroom flavor considerably change flavor grape wine jr mushroom refuse reveal country origin I assume sell cheap possibly contaminate mushroom china order big profit beware buy brand
11424,-1,fair I feel aa quality repurchase
11426,-1,unfortunately package size description product page wrong oz package oz package state far description oz package disappoint fact cherryhead tasty shipping fast
11427,-1,china good italy spend extra money italy
11433,-1,amazon pirate personal image list stock image I create website use website I ask image listing
11438,-1,pecan meal like bran flake pecan I think ground pecan indicate container come light clue exactly pecan nut meat meal flaky price clue I suppose pound price pecan place
11443,-1,purchase pretzel chocolate cover wedding favor guest pretzel bad way break buy barrel complaint ship month ago receive refund
11480,-1,great product ship incredibly slow ship day I place order receive shipping price unreasonable
11487,-1,fool health second ingredient sugar cereal fructose I feel like I eat kid cereal healthy sugar carb conscious people diabetic beware
11509,-1,I try toss box garbage cereal look like cinnamon toast crunch taste like sort fake caramel substitute powdery coat bad butt end regular box cereal break crumb carmel flavor taste fake I gag time
11513,-1,fiber product actually real fiber contain inulin chicory root technically fiber body digest unfortunately fiber define break easily product contain real fiber real fiber usually find grain bread bran cereal chicory root inulin ingredient sure eat fiber body actually use want lot sugar fat fiber product
11564,-1,actually type smoke paprika I order definatly smoke bottle sell sam wrong item I pay
11576,-1,I introduce brand aruba coffee sell aruba supermarket jar label I find amazon I excite I immediately disappoint aruba rich tasty smooth wife I enjoy brand coffee sell complete opposite brand sell aruba I know brand br grey market product look alike
11578,-1,cayenne authentic bebere way spicy throw
11580,-1,finicky cat eat food I neighbor rescue cat food waste
11589,-1,I shipment week year round amazon I remember write review I point express anger product I buy lot tea source white peony favorite package organic fine quality possibly bad tea I taste fact couple pot I actually throw nearly half pound trash price good I subsequently buy pound excellent organic white peony food tea company
11590,-1,I anticipate fragrant unprocessed minimally oxidize tea unique white tea tea far description heavily oxidize strong smoky flavor palatable second flush save money consider pay dollar supplier rishi specialteas
11617,-1,buy try eat look ingredient find pig heart taste awful dog think great cut small piece hide forage smell week content bag start mold dog wash store fridge bad hope good snack football party etc recommend people food
11618,-1,oberto cocktail pep use I buy direct oberto online store year I matter size I order past year quality cocktail pep sure use tight snappy bite outer casing sausage totally smooth pack tightly superior spicy soft mushy bland stale flavor I impression cut corner save buck stuff sausage case tightly I believe allow air permeate meat cause bad flavor people complain year I crave old style cocktail pep I love I order package hope change I think maybe I bad batch time time I disappoint
11620,-1,I think great deal warehouse deal section pretty nasty smell like dog food I open bag slim jim crap taste good
11623,-1,I bite I seriously think I eat dog food disgusting I search bag dog food expiration date think bad reason I know like
11624,-1,item mold day opening store air tight container I I taste like cereal like pepperoni
11625,-1,item mold day opening store air tight container I I taste like cereal like pepperoni
11626,-1,taste like chemical meat I like lot jerky meat stick eat dog like
11627,-1,oh boy oberto cocktail pep smoke sausage stick ounce bag purchase bad product I taste I oberto product like I eat dog eat nasty tasting
11628,-1,word caution consider buy read ingredient I mistake think long oberto brand local costco use sell I order bag volume discount offer time I know right soon I open bag whiff I read ingredient shock I actually use pork heart ingredient eliminate doubt I taste use expensive doggy treat
11629,-1,quickly dog treat nasty I know sell human comsumption stay away
11630,-1,good use case poisoning use induce vomiting
11695,-1,expensive worth price try purityfarm organic ghee cheap taste ghee waste money
11696,-1,detect difference ghee suppose free sample ship tiny jar box mail cost postage box cost disappoint reconsider taint offering
11711,-1,product come end august expiration date result I eat waist money
11723,-1,world amazon want sell item ingest clearly ingredient cause cancer wish state wake like california ban cancer cause thing
11724,-1,warn package thing cause cancel cancer food
11730,-1,I like idea grain cat food use pea instead answer carnivore cat tolerate pea vomiting begin week instantaneous eat cat food right throw chicken salmon I waste money disappointing
11733,-1,unfortunately dear sweet cat think food dear sweet eat know finish I normally eat single bite food constantly turn nose enjoy bench field holistic natural feline formula trader joe purina natural cat chow sorry halo I want like
11734,-1,I buy couple flavor halo hit cat unfortunately cat touch
11742,-1,taste okay soft taste stay long I buy
11758,-1,I good experience amazon grocery product good deal I buy pack horrible taste buy store taste like cheap generic chocolate chip cookie necessarily bad I expect price chip ahoy cheap taste little stale chocolate chip I store buy chip ahoy month maybe change formula cookie cheap knock cheap ingredient
11759,-1,kid love chip ahoy I kid refuse eat family size package I taste I know awful medicinal taste bad I problem like chip ahoy like
11760,-1,tea gross taste like bubble milk tea secondly seller know product expect sell incriment lb bag I m stick bag junk I want buck
11779,-1,product good cat like price climb I train cat eat cheap cat food
11781,-1,tuna document absorb store mercury fat eat fat consume mercury I feed tuna child I recommend adult read literature regard mercury content seafood safely feed cat regard brand cat food excellent long feed chicken turkey
11794,-1,cost time review site buy prime worth pay extra dollar I comparison shop little
11795,-1,sell bed bath add coupon good br cabinet issue return
11796,-1,I receive item I disappoint cheap look I want counter leave tray lopsided look strange pull needle I box send refund definitely worth I equally disappointed I pay
11801,-1,I purchase item big retail store I contact amazon I tell I price I pay firm I write tell I return item buy I cheap care I ask refund tell I approximately credit I I like deceive I think good price amazon true check place purchase amazon customer service stink opinion furthermore I receive item place I love
11807,-1,terrible clunky product drawer open close clunky noise space saver hard eye return refund I terribly lazy bed bath use coupon worth
11811,-1,I love I pay bed bath sale regular price
11820,-1,item appear keurig brand title description big receive brand perfect kitchen sell bed bath half price I disappoint jade send sign bbb email promos coupon use store I buy exact item reg store I mean exact homework save money oh item great large platinum issue cupboard I pull forward perfect I fortunate lot counter space I open area good
11831,-1,drawer large appear photo space cabinet surface drawer sticky easily open close I purchase
11850,-1,order bent track I actually cut finger wire stick pay
11853,-1,look good open close smoothly drawer medal foot fit groove unit track tray stick lot hold unit jerk drawer
11859,-1,I time write review case need warn I expect product similar I store obviously replica slider tray suppose tray straight slide break I package fix solder gun sticky pull tray roller metal metal work sort lubrication I love amazon product inferior
11864,-1,I look holder I office today I find work great expensive amozon
11906,-1,I try flavor erin baker breakfast cookie I try I like ingredient list mention touch carrot cake spice add touch love carrot cake want different flavor selection favorite chocolate chunk cherry appear seasonal I wish I year long oatmeal raisin second favorite I wish I order instead morning glory
11915,-1,way flavor breakfast cookie tastebud whomever charge add spice far point actually nauseate obviously I order
11921,-1,honestly sugar eat calorie regular cookie I think healthy cookie taste fine I repurchase
11950,-1,I want like I find sweet generally stay away cliff bar reason hope good sweet taste note pack I receive oct g sugar g list amazon nutrition recipe change
11951,-1,cookie taste like baby food prune good include direction freeze arrive spoil I buy
11952,-1,kosher ignore symbol kosher certify company I contact company confirm
11953,-1,pick base glow review fault mistake I believe way rate taste morning glory instead taste like line dry stale dense oatmeal cookie like cookie experiment bad pre addition cookie arrive crack break stick bag dry stale inside waste I purchase store I opportunity examine
11954,-1,breakfast cookie like I think I order future
11962,-1,I disappoint taste kopali organic chocolate cover dry banana chocolate waxy banana soft I I expect crunch dry banana banana taste banana I I purchase
11963,-1,clearly state description pack I I find complain I want return
11966,-1,I purchase product otto offer amazon prime stock otto ship I plain tub terrafina label seal vertical x clear packing tape terrafina vacuum seal tub cover meet I otto day receipt buy bulk terrafina package terrafina label tub develop mold day otto I throw I seek refund amazon
11970,-1,sesmark high quality rice cracker proceed ruin load salt inedible use caution buy item return find throw away
11987,-1,I order case case cracker saltless tastless amazon kind send case blah I write masnufacturer let greta customer care
11988,-1,bamboo arrive week order intact pack instruction care bamboo month arrive bamboo stalk look like die turn brown heart shape I buy company ship costly area I live ship product
11996,-1,super bubble favorite gum hard find box I receive real hit miss half gum brick hard totally unchewable I run issue product disappoint I chance buy future particular purchase leave bad taste mouth
12001,-1,I order saffron look seller feedback assume expensive premium I water color flake change I realize fake waste time
12006,-1,taste like I able add sauce interrupt flavor I past texture I chew rubber band
12007,-1,I like try I exactly product I miss like know
12011,-1,shipment prime arrive day instead love dark french roast coffee coffee taste burn additionally flavor overtone trash indonesian pleasant experience
12013,-1,review product seller shipper I order september october I receive item
12020,-1,juniper plant I receive die month I research I find good outside home eve garden fail mention product star ship fun I manufacturer
12028,-1,bonzai I order come estimate date tree I gift tiny like look like product picture
12041,-1,I know like salt I I salt free diet like I love sausage way salty taste
12051,-1,taste bitter smell atrocious naturally smoke aqueous natural smoke chemical stew inject fish think real thing I sucker bear minute
12052,-1,sardine okay fall tin plus shipping bela sardine portugal blow water purchase bela tin maybe find sell bulk I tin sardine ugh
12053,-1,I adore sardine I use bela brand decide try variety sake I open smell like nasty cat food I taste totally gross trash stick bela super clean flavor fresh source totally different food product try siracha
12056,-1,ingredient list sugar acidity regulator include miscellaneous chemical tea whatsoever oz g sugar apple flavor expensive sugar market health benefit come square tin plastic bag inside contain granulate sugar
12057,-1,I order hazer baa turkish apple tea pack picture I save shipping instead receive green apple tea brand price taste like original I want hassle send I order tea strength ze original I upset
12085,-1,I like eggnog especially brandy brandy good I want try product eggnog usually experience add brandy real eggnog create taste premixed variety product improve experience use milk frother I pour mixture cup milk ounce brandy find I need twice recommend aspen mixture eggnog flavor mixture thicken minute eggnog flavor mainly sweet I mention I sense smell experience product largely condition
12086,-1,eggnog eggnog try mislead carton difficult open I use screwdriver
12090,-1,yes dog love treat educate buy dog treat abc month issue late warn chicken jerky dog treat china food drug administration confirm log complaint pet owner dog sicken die eat number complaint nearly double story report abc news march fda investigation ongoing continue test sample popular treat dog owner country cause kidney failure pet result severe illness
12129,-1,research web product nearly kill dog dogswell jerky treat poison china dist care kill pet fda tell I dog die kind dog treat beware I vet bill amazon sell line talk gp product happy hip dog chicken ounce pouch pack find product usa furry friend sick die
12130,-1,I honestly know product garner star review I buy senior dog year old usual joint treat pet natural vermont soft chew stock dog finicky glucosamine supplement I try available success I recommend dosage base weight lb delight happily accept treat hour yorkie rage diarrhea eskie poo vomit forcefully unusual realize product I try couple day nurse health exact effect internet search confirm user similarly report nasty gi effect product
12133,-1,dog love chicken breast treat I buy I sure simply matter taste I know additive smell different turn pick drop refuse eat
12142,-1,I feed chicken duck version review regard china I find beef liver version hit pup odd plastic duck chicken great I investigate source food
12154,-1,I previously purchase chicken duck line I want try beef dog like flavor I like dry sharp edge I creative soften bit dog suffer rapture esophagus eat chicken duck little chewer I buy texture improve
12155,-1,think I good buy I read label dosage glucosamine chondroitin vague appear I need dog entire bag mg glucosamine expensive I dog love want expensive treat love try preventative dose glucosamine treat look
12156,-1,I hope help dog love treat like fussy lhasa apso nearly yr old I find suddenly develop insatiable thirst cause frequent late night foray outside relieve lose hour sleep think age let awhile I decide varied brand dehydrate chicken breast additive week long empie bowl water night long react differently age experience problem need dog type treat use purina chicken carver I know chemical long problem figure I guess dog different huh
12168,-1,think healthy treat find china note bag concern fall china jerky treat suspect cause kidney problem pet
12174,-1,consumer lab report dogswell happy hip condroitin level acceptable low
12190,-1,originally china bag advertise natural cage free hormone filler antibiotic huh china I trust safe treat follow dog vomit eat original warning fda chicken product china follow issue fda remain vigilant concern feed small dec chicken jerky remain problem accord fda product china note dog ill chicken jerky product recover treatment email vet state fda like report problem chicken jerky treat
12192,-1,I buy product year dog love I subscribe couple bichon frise newsgroup feed dog come china I throw I leave outside critter forest I dogswell today verify come china
12193,-1,aware dog absolutely love treat cause recent unexplainable illness month old mastiff pup day chicken jerky week suddenly lethargic vomiting diarrhea appetite eat treat drink water vet think recover ok advise stop feed dog china report dog sick brand report case today careful watch pet closely feed long feed dog wish dogswell manufacturer usa
12194,-1,chicken strip like price low hard resist dog love course dog tolerate chicken excellent treat I trust pet food source china remember melamine disaster year ago kill permanantly injure thousand pet remain impossible determine condition chinese food product produce manufacture rumor veterinary world I majority chicken use cheap product dead processing clue adulterant add brand irradiate matter overall I recommend purchase pet food product manufacturer guarantee grow process ingredient
12195,-1,order chicken jerky treat long time amazon subscribe save boston terrier love excite treat morning I open bag recent shipment dog refuse treat hand sniff away son lab sick chicken jerky china vet tell buy treat I follow advice
12196,-1,china need use buy notice label I buy
12197,-1,I disappoint happy hip product china I pet food store carry product usa I feed product dog I concern find new product bichon allergy lamb sit cabinet cry treat I think I need lamb jerkey dehydrator work worth regulation china know sweep floor product know packaging mislead mislead ingredent I china scary grant
12198,-1,dog love product I happy spend money thumb think I buy product usa care dog avoid product china
12199,-1,I long dog cause dog diarrhea vomit I research online post treat cause dog similar severe health issue dog love treat I year diarrhea start vomit yellow foamy case I finally link treat research buy product I recommend
12208,-1,I wish I read china I buy trash lesson learn
12212,-1,I buy product week dog day vomit refuse food large dog ok stop feed little guy vet tomorrow treat
12213,-1,admittedly dog love treat think delicious china dog lover usually choose buy product china prior problem quality control sicken animal dogswell note manufacture note competitive brand grocery store shelf china distribute california brand I find manufacture trader joe love dog buy item trader joe
12214,-1,use subscribe item dog love I find china I feed dog buy company
12216,-1,gp product happy hip dog chicken ounce pouch pack dogswell chicken jerky china fda warn dog food product china risk
12217,-1,I purchase daily amazon recommend amazon friend constantly I think I good concern amazon sell pet food treat china disclose amazon page china love pet buy amazon fair chance protect beloved pet poison import loyal customer I expect amazon protect I love hidden threat amazon disclose country origin food product amazon ashame disclose source amazon sell
12218,-1,I use buy time idea switch china trust company anymore lose customer buyer beware
12219,-1,dog love duck treat chicken happy hip year I I duck try bad idea treat tough stringy small female westie pull apart end choke vomit I order subscription cut strip poultry shear use bag I hate fact china little guy need extra condroitin glucosamine I chicken formula
12220,-1,dog absolutely love picky I return numorous recent case illness death occur chicken treat manufacture worth risk I sadly I find brand
12221,-1,dog love treat recently yr old hound vet sick day pet emergency later conclude digest possible I spare expense come furry buddy I grab bag treat sure china fda web site chicken china bad recall dog sick chicken product china advise buy company return
12222,-1,shih tzu love I duck treat past year obvious problem china ordinarily I dog china I find duck treat usa recently I purchase large package pet warehouse store I wake find throw diarrhea house seemingly time I duck treat day I want believe I think water bowl slimy clean I duck treat day later sick hour later I stop dogswell happy hip duck treat fine I know bad batch treat sensitive treat contaminate chance brand
12223,-1,labrador love treat dogswell dogswell jerky treat I come china dog lover I knowingly dog product china cage free I sure dogswell jerky bar usa dog love bad news regular jerky upside dogswell usa product
12224,-1,dog love treat day I actually read packaging china I feel betray company pretend use organic free range chicken word exist chinese farming practice buy meat large maker dog food china massive factory fully aware fda issue warn chicken product china kill pet state test contaminant pinpoint impossible test dog treat research read label closely try fool fine print
12225,-1,I buy dogswell chew treat dog year love recent time I purchase seriously ill heavy vomiting lethargy I forget week later I find cabinet try ill especially rarely sick difficult ignore link treat illness quality control I highly recommend find different treat issue china I look package carefully read review fact packaging clearly state product china I find pretty incredulous consider claim package natural free range definately beware
12226,-1,I wish I come amazon site purchase product local wegman product china print small easy overlook I little shocked wegman local chain store know quality sell treat big display half open package trash unopened bag wegman refund piece mind
12232,-1,opinion outrage treat use china company advertize find accidentally look wrap I start review state current star rating look suspiciously fake hard imagine write positive fail review clearly warn buyer treat china hard blame chinese manufacture dogwell fault realize danger poor record food manufacturing past food poison pet food
12233,-1,shocked find dogswell company buy dog treat year start outsource dog treat china disappointing consider year ago pet die food poisoning result pet food pack surprising product rating I assume buyer like read manufacture text china write small alphabet hide text cover review look suspiciously notice stop feed dog food legitimate update dog die recently diagnose suffering hemolytic anemia diabete feed dog treat number year wonder contribute illness consider treat usa china
12234,-1,I buy year old bichon frise happy hip duck treat month recently I purchase large bag open reek sort chemical substance smell like chlorine bleach smell overwhleme disgusting know wrong curiosity I look bag read content sure bag dread word time I assume treat usa look product duck chicken breast treat come trust product
12235,-1,I mind pay bag dog love expensive I look bag recent recall chinese dog treat food kill dog I look happy hip bag I pretty tick use joke dog addict I actually little concerned addictive substance chinese treat
12236,-1,I use instore find cheap deal amazon I recently realize open bag strong smell like plastic chemical I try little bit smell strong I bear I toss away buy china know chicken strip addict
12237,-1,year old maltese love treat I know fda warn die mystery illness start vomit follow lethargy healthy vet necropsy dog liver severely enlarge kidney affect feed belove pet china I know danger I dog
12238,-1,veterinary product china potentially dangerous pet buy pet product china melamine issue year ago report salmonella good study efficacy glucosamine treatment amazon easy find country origin product
12239,-1,note treat dog extremely ill figure wrong eventually realize treat sick stop feed happy hip immediately throw stay far away product
12241,-1,I place order dogswell happy hip dog beef liver july current supply use I open new batch start pouch second pouch time product appear healthy fresh instead solid brown hard crispy beef liver piece soft pliable whitish powdery cover I afraid feed dog dog I meet park I buy product year time look feel right I try exchange hope bad batch thing I notice package arrive long tall plastic bag substitute horizontal short bag fit pouch guess manufacturer dog treat original reason inferior unhealthy quality treat
12242,-1,I buy long time feel product I believe american origin I purchase bag strip wrap apple etc realize country origin china fda regulation packaging time mandate country origin prominently display like font type microscopic write notice package result I long purchase dogswell product aside rawhide bad offender dog high dose toxin use cure hide bet plenty I pick package brand like rawhide fine print china legislator productive crack sneaky intentionally deceptive bad amazon find product furry kid sick kill
12243,-1,I buy treat cavachon past year love batch noticeably low quality dry crunchy moist chewy I know shift manufacture china coincidental event I buy switch amazon let I return item I day purchase period I please
12244,-1,dog use love I think I great treat actually supplement improve arthritis symptom liver enzyme elevate active thirsty thank goodness friend send I link fda warning dog die painful expensive death love dog fda website buy treat
12245,-1,healthy papillon great feed normally pretty fussy treat like I find I think I hit gold time I behavior change normally lie dog hyp lethargic I vet liver kidney compromise lab work I start look eat notice china I check initially I purchase food wf guideline food shelf I concern treat cause death adverse effect week I food lab value return notice review pet owner similar issue I star button star
12246,-1,okay lot chicken breast treat china cause dog sick fda website detail I start buy usa china dog long love treat I process search replacement safe country
12254,-1,I feed dog year help joint especially hip I start treat mean I morning evening regain active self help interested regular meal win win situation finicky I like note I start treat usa resentfully I discover produce china know china produce high end product real crap come food product come overseas warn flag mind especially come china personally I notice odd year old dog reaction happy hip I decide I want subject food product come know product like happy hip glucosamine joint produce usa
12255,-1,plenty article write danger disease cause chinese dog treat treat china plenty healthy usa treat available avoid cost late information release I try return amazon buy treat
12256,-1,dog ill vomiting diarrhea excruciate pain mid oct spend day emergency vet cost rule bunch thing able irritable bowel disease biopsy find certain cost additional recover test come home special gastrointestinal diet I I large bag cupboard ill use regularly treat choice crate I sure cause I buy dog food product treat china treat usa
12264,-1,word warn product china add substance cause kidney problem dog read blog topic chicken dog treat china read comment post dog owner feed dog chicken treat china I discard treat seek alternative product usa
12267,-1,I trust dog treat china alternative good chicken jerky dog treat goodness gracious usa use human grade chicken
12270,-1,I chew mini pincher mini dauchand past year help support joint hip batch I buy dark color point burn smell lot mini pincher sick point vomit liquid stool I shop product I look gnc product dog probably route I
12271,-1,I buy large chain pet store read review I check bag china I throw bag away I wish I read review
12272,-1,I tell veternarian glucosomin treat chicken cause urinary problem dog I want return unopened package company accept return ridiculous know bad animal
12273,-1,stop use pricey junk search chicken jerky treat china google info spread word medium coverage way little I fortunate dog suffer small kidney lucky remember chinese pet food scandal kill legged friend tell amazon sell chinese chicken jerky I read dogswell stop manufacture china tho know current status
12274,-1,I dog treat long time I find amazon cheap I learn chicken treat dog cat I believe china investigate fda dog die consume treat dogswell treat china I research web matter line risk site ok cautious throw I buy new wish amazon choice usa I recommend pet read label treat food sorry product I recommend
12275,-1,treat literally dog sick throw shock I read package state china chicken treat dog china recall
12278,-1,dog love treat recently find china chicken jerkey product china need avoid I throw rest result stay away buy american
12279,-1,I dog treat year think I healthy I vet bladder issue vet tell I china dog sick eat jerky treat china I believe I poison poor little dog I buy food product china
12280,-1,drastically low quality brief search equivalent usda dept animal welfare china guess existo buy
12284,-1,dog favorite treat develop vomit diarrhea vet strongly suggest I reconsider treat quote tie health problem ask china I yes chance I throw bag garbage chance pup
12286,-1,find s beggin strip recommend I client I dog groomer standard poodle morning vomit diarrhea day
12287,-1,I ignore review china I check warn comfortable dogswell mention I buy time dog love treat unfortunately recent batch I week smell awful like mix chemical rotten meat bag I smell like strong fill apartment odor I throw recommend buy worth risk
12289,-1,feed dog happy hip dogswell product safe google br dog eat regularly vet blood work
12293,-1,kamfen noodle king flavor soup noodle soup come carton wax paper bowl include noodle flavor packet add boiling water add packet dehydrated vegetable spice paste noodle starchy little vegetable flavor beef taste probaly beef bullion cube soup little flavor guess high raman noodle soup available cross list
12305,-1,I purchase numerous chicken product course compare real chicken product quality considerably can chicken can chicken large chunk white meat product small discolored piece piece appear skin fat consider price high store buy competitor I recommend product
12308,-1,I buy ship I afghanistan easy ask wife grocery store post office good price fast shipping I order opener item image depict pull tab main concern package arrive tab concern like taste quality meat I wait
12314,-1,noni pure noni juice add I read contain raspberry juice
12326,-1,I tube come bad batch lot sell right harissa I buy tube amazon parthenon food use far tube spicy normally tube sweat bit case false representation I buy tube canada grocery store time I provide nice kick spice dat
12327,-1,purchase buy tube pay expensive shipping cost I excite willing I love flavor time I realize unopened tube leak box box stick pantry shelf I throw away complete waste I try rescue paste early plastic tub freeze btw expiration date unopene tube european labeling tube appear explode lead I believe possibly bacterial contaminant I know package leak crimp edge obviously I recommend buy
12329,-1,I wish I tamdidelam review seriously order family vacation home tunisia I bring harissa home I glass jar tube I excite find amazon common original harissa harissa pasty substance hot way hot tabasco brand hot sauce common harissa contain seed chili pepper product barely spicy consistency like tomato paste tomato list main ingredient hot pepper piment
12333,-1,I try different type sugar free chocolate bad instead I recommend dove dark chocolate russell stover coconut
12336,-1,I sample variety eden organic bean I find taste truly awful course taste subjective mileage vary advice commit case purchase sample variety buy single local store option consider variety I recommend black pinto great northern bean look ordinary consider gp product like fact eden organic bean bpa free bad product bpa free writing eden tomato soup etc bpa lining
12344,-1,I buy item local store br mark value pack
12361,-1,peanut rock hard I eat handful peanut bad stomach ache taste bad salty I understand hard ouch I love peanut costco extra large delicious hurt stomach
12367,-1,I open box peanut large dent damage box obviously damage prior packaging peanut ok maybe sell second amazon company buyer beware receive peanut butter peanut company
12377,-1,I love taste great I local dollar store star value taste
12378,-1,wroth sugar free stomach ache I gas I stick normal werther I believe I buy bag crap
12381,-1,I love hard candy sugar husband I think find perfect solution unfortunately candy tasty play havoc system eat time I crampy gaseous realize candy cause effect change quickly discard rest product shame
12387,-1,I fan pamela gluten free product happy I raisin walnut cookie I receive order couple day ago I eat cookie good taste cookie I find chew presumably walnut shell I easily chip break great product risky
12413,-1,title cookie arrive chocolate melt stick wafer separate stick chocolate cookie appear box little overheat bang way package deliver
12449,-1,I buy cookie gift dad birthday unfortunately box I dad gift break cookie stale taste great gift idea package handle I buy delice cookie past problem random break cookie box I open box course hope find couple break dad
12451,-1,I adventurous person like new thing amazon begin sell bahlsen line I try number product find enjoyable tasty hannover wafer cookie palate bland tasteless texture please little grainy taste creme fill little flavor high saturate fat devoid flavor think I stick bahlsen delobas
12452,-1,bahlsen butter ounce box pack disappoint service deceptive list product ingredient I allergic egg list mention egg I receive product box cookie ingredient I email send I cookie egg
12453,-1,bahlsen delice cooky ounce box pack disappoint service deceptive list product ingredient I allergic egg list mention egg I receive product box cookie ingredient egg
12454,-1,delicate ground hazelnut cookie lady tea child man appreciate sophisticated palate cloyingly sweet fatty set aside unexpected guest like impress
